name,slug,industry,address,city,phone,website_listed,no_website_reason,source,status,verification_status,verification_notes,google_maps_url,google_website,google_phone,google_address,trade,region,web_search_website,web_search_confidence
Carlos Plumbing,carlos-plumbing-inglewood,home_services,"942 E 65th St, Inglewood, CA 90302",Inglewood,(323) 630-3022,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=11350080424393865274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(323) 630-3022,"942 E 65th St, Inglewood, CA 90302",plumber,socal,,google
Carlos the Plumber,carlos-the-plumber-dana-point,home_services,"33895 Silver Lantern St Apt 2, Dana Point, CA 92629",Dana Point,(949) 246-3589,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=12860668835651988218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(949) 246-3589,"33895 Silver Lantern St Apt 2, Dana Point, CA 92629",plumber,socal,,google
Carlsbad Plumbing Pros,carlsbad-plumbing-pros-carlsbad,home_services,"6112 Innovation Way, Carlsbad, CA 92009",Carlsbad,(760) 517-7449,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=12521677071164989830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(760) 517-7449,"6112 Innovation Way, Carlsbad, CA 92009",plumber,socal,,google
Central OC Plumbing,central-oc-plumbing-westminster,home_services,"9200 Bolsa Ave, Westminster, CA 92683",Westminster,(657) 695-4473,https://centralocplumbing.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://centralocplumbing.com/. Google Places lists website: https://centralocplumbing.com/,https://maps.google.com/?cid=3460798401115969837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://centralocplumbing.com/,(657) 695-4473,"9200 Bolsa Ave, Westminster, CA 92683",plumber,socal,,google
Central Plumbing INC,central-plumbing-inc-grover-beach,home_services,"479 Leoni Dr, Grover Beach, CA 93433",Grover Beach,(805) 779-0556,http://centralplumbingca.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://centralplumbingca.com/. Google Places lists website: http://centralplumbingca.com/,https://maps.google.com/?cid=15062723393206225638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://centralplumbingca.com/,(805) 779-0556,"479 Leoni Dr, Grover Beach, CA 93433",plumber,socal,,google
Century Rooter Service And Plumbing,century-rooter-service-and-plumbing-monrovia,home_services,"1609 California Ave, Monrovia, CA 91016",Monrovia,(800) 782-4744,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=8894577583091573820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(800) 782-4744,"1609 California Ave, Monrovia, CA 91016",plumber,socal,,google
Chihuahua Plumbing,chihuahua-plumbing-national-city,home_services,"3222 Orange St, National City, CA 91950",National City,,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=1160289158251853181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,"3222 Orange St, National City, CA 91950",plumber,socal,,google
City Plumbing Service Inc.,city-plumbing-service-inc-whittier,home_services,"14055 Lambert Rd, Whittier, CA 90605",Whittier,(562) 698-1221,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=18236988565941950744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(562) 698-1221,"14055 Lambert Rd, Whittier, CA 90605",plumber,socal,,google
ClearFlow Plumbing Fountain Valley,clearflow-plumbing-fountain-valley-fountain-valley,home_services,"18539 Brookhurst St, Fountain Valley, CA 92708",Fountain Valley,(424) 553-1752,https://clearflowinnovations.site/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://clearflowinnovations.site/. Google Places lists website: https://clearflowinnovations.site/,https://maps.google.com/?cid=426403217319579294&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://clearflowinnovations.site/,(424) 553-1752,"18539 Brookhurst St, Fountain Valley, CA 92708",plumber,socal,,google
"Clearwater Plumbing Inc - Plumbing Contractor, Drain Repair and Sewer Contractor La Mirada, CA",clearwater-plumbing-inc-plumbing-contractor-drain-repair-and,home_services,"13414 Marlette Dr, La Mirada, CA 90638",La Mirada,,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=1265014775798954956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,"13414 Marlette Dr, La Mirada, CA 90638",plumber,socal,,google
Conejo Plumbing Solutions,conejo-plumbing-solutions-camarillo,home_services,"558 Vista Del Sol, Camarillo, CA 93010",Camarillo,(805) 796-5093,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=910735139894937738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(805) 796-5093,"558 Vista Del Sol, Camarillo, CA 93010",plumber,socal,,google
Coronado Plumbing & Drain Service,coronado-plumbing-drain-service-ramona,home_services,"1735 Main St, Ramona, CA 92065",Ramona,,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=4857636290480053305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,"1735 Main St, Ramona, CA 92065",plumber,socal,,google
Cova Plumbing& Rooter,cova-plumbing-rooter-inglewood,home_services,"11039 Hawthorne Blvd, Inglewood, CA 90304",Inglewood,,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=7483280275558602434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,"11039 Hawthorne Blvd, Inglewood, CA 90304",plumber,socal,,google
Coyote Creek Plumbing of Buena Park,coyote-creek-plumbing-of-buena-park-buena-park,home_services,"7936 Valley View St, Buena Park, CA 90620",Buena Park,(714) 798-2742,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=18084173823760969790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(714) 798-2742,"7936 Valley View St, Buena Park, CA 90620",plumber,socal,,google
DISCOUNT PLUMBING,discount-plumbing-victorville,home_services,"12959 Arrowhead Dr, Victorville, CA 92395",Victorville,(760) 780-0606,https://discountplumbingandslableaksrus.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://discountplumbingandslableaksrus.com/. Google Places lists website: https://discountplumbingandslableaksrus.com/,https://maps.google.com/?cid=3572775477317994514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://discountplumbingandslableaksrus.com/,(760) 780-0606,"12959 Arrowhead Dr, Victorville, CA 92395",plumber,socal,,google
Dan Gruetzmacher Plumbing,dan-gruetzmacher-plumbing-goleta,home_services,"29 San Jano Dr, Goleta, CA 93117",Goleta,(805) 451-0419,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=13406840013620528038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(805) 451-0419,"29 San Jano Dr, Goleta, CA 93117",plumber,socal,,google
Danru Plumbing & Rooter,danru-plumbing-rooter-upland,home_services,"1933 W 11th St suite f, Upland, CA 91786",Upland,(833) 682-6205,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=2984183561706044082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(833) 682-6205,"1933 W 11th St suite f, Upland, CA 91786",plumber,socal,,google
David Brothers Plumbing LLC,david-brothers-plumbing-llc-lake-forest,home_services,"22821 Lake Forest Dr, Lake Forest, CA 92630",Lake Forest,(949) 997-2500,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=18069267580613663456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(949) 997-2500,"22821 Lake Forest Dr, Lake Forest, CA 92630",plumber,socal,,google
Day Knight Plumbing,day-knight-plumbing-poway,home_services,"14231 Garden Rd Ste. 133, Poway, CA 92064",Poway,(858) 377-6211,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=4336131475730453709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(858) 377-6211,"14231 Garden Rd Ste. 133, Poway, CA 92064",plumber,socal,,google
Done Plumbing & Drain,done-plumbing-drain-santee,home_services,"9225 Carlton Hills Blvd UNIT 412, Santee, CA 92071",Santee,(619) 332-1888,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=4672857855968932402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(619) 332-1888,"9225 Carlton Hills Blvd UNIT 412, Santee, CA 92071",plumber,socal,,google
Downey Plumbing Masters,downey-plumbing-masters-downey,home_services,"7603 Firestone Blvd, Downey, CA 90241",Downey,(562) 414-4788,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=321807460968932915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(562) 414-4788,"7603 Firestone Blvd, Downey, CA 90241",plumber,socal,,google
Dynamic Plumbers Inglewood,dynamic-plumbers-inglewood-inglewood,home_services,"1025 S Orchard Dr, Inglewood, CA 90301",Inglewood,(424) 339-0456,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=2309917084161923415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(424) 339-0456,"1025 S Orchard Dr, Inglewood, CA 90301",plumber,socal,,google
Dynasty Plumbing,dynasty-plumbing-yucaipa,home_services,"36150 Cherrywood Dr, Yucaipa, CA 92399",Yucaipa,(951) 288-0352,https://dynasty-plumbing.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://dynasty-plumbing.com/. Google Places lists website: https://dynasty-plumbing.com/,https://maps.google.com/?cid=3003482421122548695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://dynasty-plumbing.com/,(951) 288-0352,"36150 Cherrywood Dr, Yucaipa, CA 92399",plumber,socal,,google
E & G Plumbing,e-g-plumbing-hemet,home_services,"27304 Pacifica Ct, Hemet, CA 92544",Hemet,(951) 927-4691,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=3255335149535323517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(951) 927-4691,"27304 Pacifica Ct, Hemet, CA 92544",plumber,socal,,google
E-Z Plumbing,e-z-plumbing-colton,home_services,"1110 Blue Ridge Ln, Colton, CA 92324",Colton,(909) 799-5907,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=11662684585166472160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(909) 799-5907,"1110 Blue Ridge Ln, Colton, CA 92324",plumber,socal,,google
Eaton Family Plumbers,eaton-family-plumbers-diamond-bar,home_services,"836 N Diamond Bar Blvd #9000, Diamond Bar, CA 91765",Diamond Bar,(909) 415-5429,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=16983451905212005020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(909) 415-5429,"836 N Diamond Bar Blvd #9000, Diamond Bar, CA 91765",plumber,socal,,google
El Cajon Plumbing,el-cajon-plumbing-el-cajon,home_services,"1265 Greenfield Dr G, El Cajon, CA 92021",El Cajon,(858) 339-2018,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=7454304666174728993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(858) 339-2018,"1265 Greenfield Dr G, El Cajon, CA 92021",plumber,socal,,google
El Monte Plumbing Co,el-monte-plumbing-co-el-monte,home_services,"3569 Lexington Ave, El Monte, CA 91731",El Monte,(626) 596-7936,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=17898298670284799648&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(626) 596-7936,"3569 Lexington Ave, El Monte, CA 91731",plumber,socal,,google
El Monte Plumbing Rooter & Drains Anytime,el-monte-plumbing-rooter-drains-anytime-el-monte,home_services,"11620 Woodville Dr, El Monte, CA 91732",El Monte,(626) 835-0689,https://plumbingeverytime.org/El-monte,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://plumbingeverytime.org/El-monte. Google Places lists website: https://plumbingeverytime.org/El-monte,https://maps.google.com/?cid=3897731071791234019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://plumbingeverytime.org/El-monte,(626) 835-0689,"11620 Woodville Dr, El Monte, CA 91732",plumber,socal,,google
Elite Fullerton Plumbing Solutions,elite-fullerton-plumbing-solutions-fullerton,home_services,"442 N State College Blvd, Fullerton, CA 92831",Fullerton,(657) 680-4256,https://eliterentonplumbingsolutions.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://eliterentonplumbingsolutions.com/. Google Places lists website: https://eliterentonplumbingsolutions.com/,https://maps.google.com/?cid=6475278931142563238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://eliterentonplumbingsolutions.com/,(657) 680-4256,"442 N State College Blvd, Fullerton, CA 92831",plumber,socal,,google
Escondido Plumbing & Drain Co,escondido-plumbing-drain-co-escondido,home_services,"105 N Rose St #203, Escondido, CA 92027",Escondido,(442) 248-5629,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=3303925906144366826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(442) 248-5629,"105 N Rose St #203, Escondido, CA 92027",plumber,socal,,google
Ethan Brothers Plumbing & Gas,ethan-brothers-plumbing-gas-san-marcos,home_services,"965 E Mission Rd, San Marcos, CA 92069",San Marcos,(442) 200-2110,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=4440444192591230487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(442) 200-2110,"965 E Mission Rd, San Marcos, CA 92069",plumber,socal,,google
EverFlow Plumbing Newport Beach,everflow-plumbing-newport-beach-newport-beach,home_services,"510 Palm St, Newport Beach, CA 92661",Newport Beach,(858) 351-2594,https://everflowexperts.site/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://everflowexperts.site/. Google Places lists website: https://everflowexperts.site/,https://maps.google.com/?cid=7891772478190330215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://everflowexperts.site/,(858) 351-2594,"510 Palm St, Newport Beach, CA 92661",plumber,socal,,google
Excel Plumbing Garden Grove Services,excel-plumbing-garden-grove-services-garden-grove,home_services,"12630 Brookhurst St Ste C, Garden Grove, CA 92840",Garden Grove,(657) 377-0171,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=6432086839774750192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(657) 377-0171,"12630 Brookhurst St Ste C, Garden Grove, CA 92840",plumber,socal,,google
Excellent Garden Grove Plumbing Services,excellent-garden-grove-plumbing-services-garden-grove,home_services,"9675 Chapman Ave, Garden Grove, CA 92841",Garden Grove,(714) 294-0770,http://excellentgardengroveplumbingservices.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://excellentgardengroveplumbingservices.com/. Google Places lists website: http://excellentgardengroveplumbingservices.com/,https://maps.google.com/?cid=3251463181971383562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://excellentgardengroveplumbingservices.com/,(714) 294-0770,"9675 Chapman Ave, Garden Grove, CA 92841",plumber,socal,,google
Expert Plumber Fullerton CA,expert-plumber-fullerton-ca-fullerton,home_services,"520 N Harbor Blvd, Fullerton, CA 92832",Fullerton,(657) 526-7682,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=16053826883282468852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(657) 526-7682,"520 N Harbor Blvd, Fullerton, CA 92832",plumber,socal,,google
Express Plumbing Rowland Heights Pros,express-plumbing-rowland-heights-pros-rowland-heights,home_services,"19762 Colima Rd #101, Rowland Heights, CA 91748",Rowland Heights,(657) 341-0118,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=15019817421081262415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(657) 341-0118,"19762 Colima Rd #101, Rowland Heights, CA 91748",plumber,socal,,google
Fierce Plumbing Inc,fierce-plumbing-inc-chino,home_services,"5670 Schaefer Ave # D, Chino, CA 91710",Chino,(951) 470-3135,http://fierceplumbing.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://fierceplumbing.com/. Google Places lists website: http://fierceplumbing.com/,https://maps.google.com/?cid=15646218341599011038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://fierceplumbing.com/,(951) 470-3135,"5670 Schaefer Ave # D, Chino, CA 91710",plumber,socal,,google
Five Star Plumber Simi Valley,five-star-plumber-simi-valley-simi-valley,home_services,"4685 Industrial St, Simi Valley, CA 93063",Simi Valley,(805) 823-1821,https://fivestarplumbersimivalley.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://fivestarplumbersimivalley.com/. Google Places lists website: https://fivestarplumbersimivalley.com/,https://maps.google.com/?cid=2653441259078572842&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://fivestarplumbersimivalley.com/,(805) 823-1821,"4685 Industrial St, Simi Valley, CA 93063",plumber,socal,,google
Frankie's Plumbing & Repipe,frankie-s-plumbing-repipe-apple-valley,home_services,"15531 Apple Valley Rd, Apple Valley, CA 92307",Apple Valley,(442) 270-5742,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=1874474599392720645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(442) 270-5742,"15531 Apple Valley Rd, Apple Valley, CA 92307",plumber,socal,,google
Gilbert Plumbing Inc,gilbert-plumbing-inc-hawthorne,home_services,"3860 W 115th St, Hawthorne, CA 90250",Hawthorne,(310) 676-5397,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=2635009180862252514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(310) 676-5397,"3860 W 115th St, Hawthorne, CA 90250",plumber,socal,,google
Golden Plumber Buena Park,golden-plumber-buena-park-buena-park,home_services,"7316 Melrose St, Buena Park, CA 90621",Buena Park,(714) 266-1661,http://goldenplumberbuenapark.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://goldenplumberbuenapark.com/. Google Places lists website: http://goldenplumberbuenapark.com/,https://maps.google.com/?cid=13257242110301642350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://goldenplumberbuenapark.com/,(714) 266-1661,"7316 Melrose St, Buena Park, CA 90621",plumber,socal,,google
Gordon's Best Plumbing,gordon-s-best-plumbing-arcadia,home_services,"136 E Santa Clara St #1, Arcadia, CA 91006",Arcadia,(626) 448-6455,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=8931907096873276879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(626) 448-6455,"136 E Santa Clara St #1, Arcadia, CA 91006",plumber,socal,,google
Green Garden Plumber's,green-garden-plumber-s-laguna-niguel,home_services,"30012 Crown Valley Pkwy #830, Laguna Niguel, CA 92677",Laguna Niguel,,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=9415935281484266294&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,"30012 Crown Valley Pkwy #830, Laguna Niguel, CA 92677",plumber,socal,,google
Grow Plumbing,grow-plumbing-manhattan-beach,home_services,"1007 N Sepulveda Blvd Box 24, Manhattan Beach, CA 90267",Manhattan Beach,(310) 909-8835,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=16508397195250840449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(310) 909-8835,"1007 N Sepulveda Blvd Box 24, Manhattan Beach, CA 90267",plumber,socal,,google
Guzman Plumbing,guzman-plumbing-el-monte,home_services,"12700 Elliott Ave, El Monte, CA 91732",El Monte,(626) 673-1207,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=10559369967348913456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(626) 673-1207,"12700 Elliott Ave, El Monte, CA 91732",plumber,socal,,google
H'S Plumbing & Sewer Vista,h-s-plumbing-sewer-vista-vista,home_services,"161 Thunder Dr #118, Vista, CA 92083",Vista,(442) 204-1479,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=15808836668242899304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(442) 204-1479,"161 Thunder Dr #118, Vista, CA 92083",plumber,socal,,google
"HDZ Plumbing & Sewer, Inc.",hdz-plumbing-sewer-inc-hawthorne,home_services,"11607 Prairie Ave, Hawthorne, CA 90250",Hawthorne,(310) 488-3088,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=10041853652730321360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(310) 488-3088,"11607 Prairie Ave, Hawthorne, CA 90250",plumber,socal,,google
Handy Hoff Plumbing Services,handy-hoff-plumbing-services-simi-valley,home_services,"1040 Balsamo Ave, Simi Valley, CA 93065",Simi Valley,(805) 791-0054,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=1738379044374159160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(805) 791-0054,"1040 Balsamo Ave, Simi Valley, CA 93065",plumber,socal,,google
Harrison Brothers Plumbing,harrison-brothers-plumbing-arcadia,home_services,"68 W Live Oak Ave, Arcadia, CA 91007",Arcadia,(626) 900-0520,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=1559083653566514009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(626) 900-0520,"68 W Live Oak Ave, Arcadia, CA 91007",plumber,socal,,google
High Speed Plumbing,high-speed-plumbing-pomona,home_services,"111 E Arrow Hwy, Pomona, CA 91767",Pomona,(909) 766-2745,https://www.highspeedplumbing.com/plumber-pomona-ca?utm_campaign=gmb,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://www.highspeedplumbing.com/plumber-pomona-ca?utm_campaign=gmb. Google Places lists website: https://www.highspeedplumbing.com/plumber-pomona-ca?utm_campaign=gmb,https://maps.google.com/?cid=13769574587738924532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.highspeedplumbing.com/plumber-pomona-ca?utm_campaign=gmb,(909) 766-2745,"111 E Arrow Hwy, Pomona, CA 91767",plumber,socal,,google
