name,slug,industry,address,city,phone,website_listed,no_website_reason,source,status,verification_status,verification_notes,google_maps_url,google_website,google_phone,google_address,trade,region,web_search_website,web_search_confidence
High Speed Plumbing of Arcadia,high-speed-plumbing-of-arcadia-arcadia,home_services,"440 E Huntington Dr #300, Arcadia, CA 91006",Arcadia,(626) 493-2671,https://www.highspeedplumbing.com/plumber-arcadia-ca,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://www.highspeedplumbing.com/plumber-arcadia-ca. Google Places lists website: https://www.highspeedplumbing.com/plumber-arcadia-ca,https://maps.google.com/?cid=14211664843135305404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.highspeedplumbing.com/plumber-arcadia-ca,(626) 493-2671,"440 E Huntington Dr #300, Arcadia, CA 91006",plumber,socal,,google
High Speed Plumbing of Fullerton,high-speed-plumbing-of-fullerton-fullerton,home_services,"1303 W Valencia Dr #208, Fullerton, CA 92833",Fullerton,(909) 766-2745,https://www.highspeedplumbing.com/plumber-fullerton-ca,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://www.highspeedplumbing.com/plumber-fullerton-ca. Google Places lists website: https://www.highspeedplumbing.com/plumber-fullerton-ca,https://maps.google.com/?cid=14050928333166601407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.highspeedplumbing.com/plumber-fullerton-ca,(909) 766-2745,"1303 W Valencia Dr #208, Fullerton, CA 92833",plumber,socal,,google
House Calls Plumbing,house-calls-plumbing-bellflower,home_services,"9444 Somerset Blvd, Bellflower, CA 90706",Bellflower,(562) 429-8033,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=12158762975052901170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(562) 429-8033,"9444 Somerset Blvd, Bellflower, CA 90706",plumber,socal,,google
Huntington Beach Plumbing,huntington-beach-plumbing-huntington-beach,home_services,"9560 Hamilton Ave, Huntington Beach, CA 92646",Huntington Beach,(714) 386-7189,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=2398610586702404862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(714) 386-7189,"9560 Hamilton Ave, Huntington Beach, CA 92646",plumber,socal,,google
Huntington Plumbing & Drain Company,huntington-plumbing-drain-company-huntington-beach,home_services,"16511 Goldenwest St UNIT 105, Huntington Beach, CA 92647",Huntington Beach,(657) 300-1825,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=15273833197454135166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(657) 300-1825,"16511 Goldenwest St UNIT 105, Huntington Beach, CA 92647",plumber,socal,,google
Icon Plumbing,icon-plumbing-escondido,home_services,"510 Corporate Dr H, Escondido, CA 92029",Escondido,(714) 553-6655,https://iconplumbing.site/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://iconplumbing.site/. Google Places lists website: https://iconplumbing.site/,https://maps.google.com/?cid=670492354872510090&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://iconplumbing.site/,(714) 553-6655,"510 Corporate Dr H, Escondido, CA 92029",plumber,socal,,google
Irvine Plumbing & Drain,irvine-plumbing-drain-irvine,home_services,"3349 Michelson Dr, Irvine, CA 92612",Irvine,(949) 850-4471,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=7642443046119945547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(949) 850-4471,"3349 Michelson Dr, Irvine, CA 92612",plumber,socal,,google
J & A Plumbing,j-a-plumbing-imperial,home_services,"325 S P St, Imperial, CA 92251",Imperial,(760) 679-7379,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=12030313650985746881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(760) 679-7379,"325 S P St, Imperial, CA 92251",plumber,socal,,google
J. Diaz plumbing,j-diaz-plumbing-pomona,home_services,"1235 W Fernleaf Ave, Pomona, CA 91766",Pomona,(909) 236-3867,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=7032396170499296011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(909) 236-3867,"1235 W Fernleaf Ave, Pomona, CA 91766",plumber,socal,,google
JD PLUMBING SERVICES,jd-plumbing-services-perris,home_services,"20395 Woodward St, Perris, CA 92570",Perris,(951) 287-0810,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=436986787891076040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(951) 287-0810,"20395 Woodward St, Perris, CA 92570",plumber,socal,,google
"Jacot Plumbing, Inc.",jacot-plumbing-inc-garden-grove,home_services,"11661 Salinaz Dr, Garden Grove, CA 92843",Garden Grove,(714) 531-0313,https://jacotplumbing.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://jacotplumbing.com/. Google Places lists website: https://jacotplumbing.com/,https://maps.google.com/?cid=9007254173370262896&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://jacotplumbing.com/,(714) 531-0313,"11661 Salinaz Dr, Garden Grove, CA 92843",plumber,socal,,google
John Murray Plumbing,john-murray-plumbing-canyon-country,home_services,"16387 Sierra Hwy, Canyon Country, CA 91351",Canyon Country,(661) 251-5646,http://www.johnmurrayplumbing.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://www.johnmurrayplumbing.com/. Google Places lists website: http://www.johnmurrayplumbing.com/,https://maps.google.com/?cid=1208971525518447482&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.johnmurrayplumbing.com/,(661) 251-5646,"16387 Sierra Hwy, Canyon Country, CA 91351",plumber,socal,,google
John Riordan Plumbing Inc🔧,john-riordan-plumbing-inc-culver-city,home_services,"9623 Venice Blvd., Culver City, CA 90232",Culver City,(310) 838-4656,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=10001665215924975006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(310) 838-4656,"9623 Venice Blvd., Culver City, CA 90232",plumber,socal,,google
John's Plumbing & Rooter,john-s-plumbing-rooter-hesperia,home_services,"13771 Mojave St, Hesperia, CA 92345",Hesperia,(760) 694-0151,https://www.johnsplumbing760.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://www.johnsplumbing760.com/. Google Places lists website: https://www.johnsplumbing760.com/,https://maps.google.com/?cid=16098224267098402231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.johnsplumbing760.com/,(760) 694-0151,"13771 Mojave St, Hesperia, CA 92345",plumber,socal,,google
Johnny's Plumbing and Drain,johnny-s-plumbing-and-drain-goleta,home_services,"7450 San Bergamo Dr, Goleta, CA 93117",Goleta,(805) 895-5438,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=17391220191161801914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(805) 895-5438,"7450 San Bergamo Dr, Goleta, CA 93117",plumber,socal,,google
John’sSon's Plumbing Service,john-sson-s-plumbing-service-monrovia,home_services,"139 E Foothill Blvd, Monrovia, CA 91016",Monrovia,(626) 359-3429,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=5422054107020079075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(626) 359-3429,"139 E Foothill Blvd, Monrovia, CA 91016",plumber,socal,,google
Joseph A.Davidson Plumbing,joseph-a-davidson-plumbing-culver-city,home_services,"11379 Playa St, Culver City, CA 90230",Culver City,(310) 390-5907,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=5987051805006641353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(310) 390-5907,"11379 Playa St, Culver City, CA 90230",plumber,socal,,google
Jumping Jack Plumbing,jumping-jack-plumbing-victorville,home_services,"12779 Cobalt Rd, Victorville, CA 92392",Victorville,(760) 953-3806,http://jumpingjackplumbing.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://jumpingjackplumbing.com/. Google Places lists website: http://jumpingjackplumbing.com/,https://maps.google.com/?cid=10159945063283203242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://jumpingjackplumbing.com/,(760) 953-3806,"12779 Cobalt Rd, Victorville, CA 92392",plumber,socal,,google
Justin Jackson's plumbing services,justin-jackson-s-plumbing-services-arroyo-grande,home_services,"724 Albert Way, Arroyo Grande, CA 93420",Arroyo Grande,(805) 503-0921,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=4058068518260168246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(805) 503-0921,"724 Albert Way, Arroyo Grande, CA 93420",plumber,socal,,google
"Kevin Shaw Plumbing, Inc.",kevin-shaw-plumbing-inc-monrovia,home_services,"224 E Foothill Blvd, Monrovia, CA 91016",Monrovia,(626) 359-1864,https://www.kevinshawplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://www.kevinshawplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp. Google Places lists website: https://www.kevinshawplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://maps.google.com/?cid=15933735042287320999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kevinshawplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(626) 359-1864,"224 E Foothill Blvd, Monrovia, CA 91016",plumber,socal,,google
La Habra Plumber's,la-habra-plumber-s-la-habra,home_services,"250 N Harbor Blvd #3424, La Habra, CA 90631",La Habra,(562) 553-3424,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=2372390829204668228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(562) 553-3424,"250 N Harbor Blvd #3424, La Habra, CA 90631",plumber,socal,,google
Lake Plumbing & Leak Detection,lake-plumbing-leak-detection-lakeside,home_services,"9710 Winter Gdns Blvd #15, Lakeside, CA 92040",Lakeside,(619) 536-0887,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=6757842693972963168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(619) 536-0887,"9710 Winter Gdns Blvd #15, Lakeside, CA 92040",plumber,socal,,google
"Lang's Plumbing & Rooter, LLC",lang-s-plumbing-rooter-llc-west-covina,home_services,"1730 W Cameron Ave, West Covina, CA 91790",West Covina,(626) 324-2575,http://langplumbingservices.godaddysites.com/,social_or_directory_only,google_places,approved,approved,Google website is social/directory only: http://langplumbingservices.godaddysites.com/,https://maps.google.com/?cid=14956578371728784343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://langplumbingservices.godaddysites.com/,(626) 324-2575,"1730 W Cameron Ave, West Covina, CA 91790",plumber,socal,http://langplumbingservices.godaddysites.com/,google
Le Plumbing Encinitas,le-plumbing-encinitas-encinitas,home_services,"477 N El Camino Real #106, Encinitas, CA 92024",Encinitas,(442) 357-1953,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=4892484036631220789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(442) 357-1953,"477 N El Camino Real #106, Encinitas, CA 92024",plumber,socal,,google
Lincoln Industries Plumbing,lincoln-industries-plumbing-culver-city,home_services,"10920 Aletta Ave, Culver City, CA 90232",Culver City,(310) 845-5278,https://sites.google.com/view/lincoln-industries-plumbing/home,social_or_directory_only,google_places,approved,approved,Google website is social/directory only: https://sites.google.com/view/lincoln-industries-plumbing/home,https://maps.google.com/?cid=14964679956851453723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://sites.google.com/view/lincoln-industries-plumbing/home,(310) 845-5278,"10920 Aletta Ave, Culver City, CA 90232",plumber,socal,https://sites.google.com/view/lincoln-industries-plumbing/home,google
Los Angeles Plumbing,los-angeles-plumbing-lancaster,home_services,"1025 W Newgrove St, Lancaster, CA 93534",Lancaster,(213) 573-5274,http://www.thelosangelesplumbingcompany.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://www.thelosangelesplumbingcompany.com/. Google Places lists website: http://www.thelosangelesplumbingcompany.com/,https://maps.google.com/?cid=2433901908104807401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.thelosangelesplumbingcompany.com/,(213) 573-5274,"1025 W Newgrove St, Lancaster, CA 93534",plumber,socal,,google
Los Angeles Plumbing Pros,los-angeles-plumbing-pros-los-angeles,home_services,"1901 E Gage Ave, Los Angeles, CA 90001",Los Angeles,(310) 861-9785,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=3035142717290540271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(310) 861-9785,"1901 E Gage Ave, Los Angeles, CA 90001",plumber,socal,,google
Mann Plumbing,mann-plumbing-santee,home_services,"10555 Prospect Ave, Santee, CA 92071",Santee,,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=3523933181325677428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,"10555 Prospect Ave, Santee, CA 92071",plumber,socal,,google
Master Plumbers Inglewood,master-plumbers-inglewood-inglewood,home_services,"5527 W 118th St, Inglewood, CA 90304",Inglewood,(323) 639-5137,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=5464408531953646779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(323) 639-5137,"5527 W 118th St, Inglewood, CA 90304",plumber,socal,,google
Master Pro Restoration & Plumbing,master-pro-restoration-plumbing-el-centro,home_services,"1003 Industry Way F, El Centro, CA 92243",El Centro,(866) 839-5536,https://www.masterproflood.com/?utm_campaign=gmb,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://www.masterproflood.com/?utm_campaign=gmb. Google Places lists website: https://www.masterproflood.com/?utm_campaign=gmb,https://maps.google.com/?cid=3949070828130770760&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.masterproflood.com/?utm_campaign=gmb,(866) 839-5536,"1003 Industry Way F, El Centro, CA 92243",plumber,socal,,google
Monrovia Canyon Plumbing,monrovia-canyon-plumbing-monrovia,home_services,"117 W Foothill Blvd, Monrovia, CA 91016",Monrovia,(626) 540-1451,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=12848207366302242000&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(626) 540-1451,"117 W Foothill Blvd, Monrovia, CA 91016",plumber,socal,,google
Monster Rooter,monster-rooter-rosamond,home_services,"1048 W Rosamond Blvd, Rosamond, CA 93560",Rosamond,(661) 886-2945,https://www.facebook.com/MonsterRooter,social_or_directory_only,google_places,approved,approved,Google website is social/directory only: https://www.facebook.com/MonsterRooter,https://maps.google.com/?cid=14754360968186858617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/MonsterRooter,(661) 886-2945,"1048 W Rosamond Blvd, Rosamond, CA 93560",plumber,socal,https://www.facebook.com/MonsterRooter,google
Morrow Plumbing,morrow-plumbing-lake-elsinore,home_services,"212 W Graham Ave, Lake Elsinore, CA 92530",Lake Elsinore,(951) 674-1446,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=19208800569051620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(951) 674-1446,"212 W Graham Ave, Lake Elsinore, CA 92530",plumber,socal,,google
Mr G Plumbing,mr-g-plumbing-indio,home_services,"81133 Red Bluff Rd, Indio, CA 92201",Indio,(760) 619-0564,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=17829990579305950851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(760) 619-0564,"81133 Red Bluff Rd, Indio, CA 92201",plumber,socal,,google
Mr. Harris Plumbing and Handyman Services,mr-harris-plumbing-and-handyman-services-hawthorne,home_services,"14530 Lemoli Ave, Hawthorne, CA 90250",Hawthorne,(323) 385-0210,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=1781422262470936034&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(323) 385-0210,"14530 Lemoli Ave, Hawthorne, CA 90250",plumber,socal,,google
Murphy and Son's Plumbing,murphy-and-son-s-plumbing-yorba-linda,home_services,"5731 Whitewater St, Yorba Linda, CA 92887",Yorba Linda,(714) 374-6061,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=15313356749073639707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(714) 374-6061,"5731 Whitewater St, Yorba Linda, CA 92887",plumber,socal,,google
My Dad's Plumbing,my-dad-s-plumbing-san-dimas,home_services,"950 W Cienega Ave, San Dimas, CA 91773",San Dimas,(909) 542-9394,http://www.mydadsplumbing.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://www.mydadsplumbing.com/. Google Places lists website: http://www.mydadsplumbing.com/,https://maps.google.com/?cid=7110081274653786437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.mydadsplumbing.com/,(909) 542-9394,"950 W Cienega Ave, San Dimas, CA 91773",plumber,socal,,google
My Plumber,my-plumber-victorville,home_services,"14580 La Mesa Rd, Victorville, CA 92392",Victorville,(760) 987-7872,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=10482381726136503233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(760) 987-7872,"14580 La Mesa Rd, Victorville, CA 92392",plumber,socal,,google
Nick Allen Plumbing,nick-allen-plumbing-san-clemente,home_services,"2825 Riachuelo, San Clemente, CA 92673",San Clemente,(949) 309-1785,https://sites.google.com/view/nick-allen-plumbing/home,social_or_directory_only,google_places,approved,approved,Google website is social/directory only: https://sites.google.com/view/nick-allen-plumbing/home,https://maps.google.com/?cid=11713731124096041698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://sites.google.com/view/nick-allen-plumbing/home,(949) 309-1785,"2825 Riachuelo, San Clemente, CA 92673",plumber,socal,https://sites.google.com/view/nick-allen-plumbing/home,google
Night Owl Plumbing & Rooter,night-owl-plumbing-rooter-santa-ana,home_services,"1233 S Wright St, Santa Ana, CA 92705",Santa Ana,(951) 870-8263,https://nightowlplumbingandrooter.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://nightowlplumbingandrooter.com/. Google Places lists website: https://nightowlplumbingandrooter.com/,https://maps.google.com/?cid=9181260620300112945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://nightowlplumbingandrooter.com/,(951) 870-8263,"1233 S Wright St, Santa Ana, CA 92705",plumber,socal,,google
OC Plumbing,oc-plumbing-brea,home_services,"371 Oak Pl suite d, Brea, CA 92821",Brea,(714) 256-2324,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=15660438971832484685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(714) 256-2324,"371 Oak Pl suite d, Brea, CA 92821",plumber,socal,,google
Oceanside Plumbing And Drain,oceanside-plumbing-and-drain-oceanside,home_services,"2171 S El Camino Real #204, Oceanside, CA 92054",Oceanside,(442) 333-1606,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=12936973817423788110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(442) 333-1606,"2171 S El Camino Real #204, Oceanside, CA 92054",plumber,socal,,google
On Time Rooter And Plumbing,on-time-rooter-and-plumbing-pico-rivera,home_services,"3669 San Gabriel River Pkwy, Pico Rivera, CA 90660",Pico Rivera,(626) 977-4871,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=4005138105548798317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(626) 977-4871,"3669 San Gabriel River Pkwy, Pico Rivera, CA 90660",plumber,socal,,google
One Stop Water Heater Solutions,one-stop-water-heater-solutions-bellflower,home_services,"9446 Park St, Bellflower, CA 90706",Bellflower,(562) 302-1017,http://onestopwaterheater.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://onestopwaterheater.com/. Google Places lists website: http://onestopwaterheater.com/,https://maps.google.com/?cid=17537970574099874286&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://onestopwaterheater.com/,(562) 302-1017,"9446 Park St, Bellflower, CA 90706",plumber,socal,,google
Osborne Co,osborne-co-moreno-valley,home_services,"16067 Sunnymead Boulevard #177, Moreno Valley, CA 92553",Moreno Valley,(951) 418-2883,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=9045227327611994293&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(951) 418-2883,"16067 Sunnymead Boulevard #177, Moreno Valley, CA 92553",plumber,socal,,google
PDM Plumbing Services,pdm-plumbing-services-cathedral-city,home_services,"28763 Avenida Marquesa, Cathedral City, CA 92234",Cathedral City,(760) 325-3607,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=15714275442091130064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(760) 325-3607,"28763 Avenida Marquesa, Cathedral City, CA 92234",plumber,socal,,google
PDS Plumbing Drain And Services,pds-plumbing-drain-and-services-calexico,home_services,"37 E 2nd St suite 2, Calexico, CA 92231",Calexico,(760) 886-3148,,no_website_listed,google_places,approved,approved,Google Places: no website listed,https://maps.google.com/?cid=9096117404643930189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,(760) 886-3148,"37 E 2nd St suite 2, Calexico, CA 92231",plumber,socal,,google
Packard Plumbing,packard-plumbing-san-marcos,home_services,"1730 Elfin Forest Rd, San Marcos, CA 92078",San Marcos,(760) 822-1267,http://packardplumbing.com/?utm_source=gmb&utm_medium=referral,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: http://packardplumbing.com/?utm_source=gmb&utm_medium=referral. Google Places lists website: http://packardplumbing.com/?utm_source=gmb&utm_medium=referral,https://maps.google.com/?cid=11272489316159708553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://packardplumbing.com/?utm_source=gmb&utm_medium=referral,(760) 822-1267,"1730 Elfin Forest Rd, San Marcos, CA 92078",plumber,socal,,google
Palafox plumbing,palafox-plumbing-hawthorne,home_services,"3655 W 132nd St, Hawthorne, CA 90250",Hawthorne,(424) 331-4558,https://palafoxplumbing.com/,website_url_not_reachable,google_places,rejected,rejected_has_website,Live website found via google: https://palafoxplumbing.com/. Google Places lists website: https://palafoxplumbing.com/,https://maps.google.com/?cid=1303039925027962998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://palafoxplumbing.com/,(424) 331-4558,"3655 W 132nd St, Hawthorne, CA 90250",plumber,socal,,google
